language,family,subfamily,concept,ipa
slv,Indo-European,Balto-Slavic,709_pass,m i n iː ² t i
slv,Indo-European,Balto-Slavic,70_fire,oː ⁴ g ɛ n
slv,Indo-European,Balto-Slavic,710_appear,p ɔ j aː ² ʋ i t i + s ɛ
slv,Indo-European,Balto-Slavic,711_disappear,i z g iː ² n i t i
slv,Indo-European,Balto-Slavic,712_dropdescend,p ɛː ² ʃ a t i
slv,Indo-European,Balto-Slavic,713_decrease,p ɔ j ɛː ² m a t i
slv,Indo-European,Balto-Slavic,714_increase,ʋ ɛː ² tʃ a t i + s ɛ
slv,Indo-European,Balto-Slavic,714_increase,m n ɔ ʒ iː ² t i + s ɛ
slv,Indo-European,Balto-Slavic,715_rise,d ʋ iː ² g a t i + s ɛ
slv,Indo-European,Balto-Slavic,716_grow,r aː ² s t i
slv,Indo-European,Balto-Slavic,717_shine,s i j aː ² t i
slv,Indo-European,Balto-Slavic,718_sparkletwinkle,iː ² s k r i t i + s ɛ
slv,Indo-European,Balto-Slavic,719_benoisy,r ɔ p ɔ t aː ² t i
slv,Indo-European,Balto-Slavic,719_benoisy,r a z g r aː ² j a t i
slv,Indo-European,Balto-Slavic,71_light,l uː ² tʃ
slv,Indo-European,Balto-Slavic,720_chime,z ʋ ɔ n iː ² t i
slv,Indo-European,Balto-Slavic,721_ring,z ʋ ɔ n tʃ k l aː ² t i
slv,Indo-European,Balto-Slavic,722_tinkle,ʒ ʋ ɛ n k ɛ t aː ² t i
slv,Indo-European,Balto-Slavic,723_roar,ʃ u m ɛː ² t i
slv,Indo-European,Balto-Slavic,724_rustle,ʃ u ʃ t ɛː ² t i
slv,Indo-European,Balto-Slavic,724_rustle,ʃ ɛ l ɛ s t ɛː ² t i
slv,Indo-European,Balto-Slavic,725_sound,z ʋ ɛ n ɛː ² t i
slv,Indo-European,Balto-Slavic,726_bark,l aː ² j a t i
slv,Indo-European,Balto-Slavic,727_howl,z a ʋ iː ² j a t i
slv,Indo-European,Balto-Slavic,728_blow,p iː ² x n i t i
slv,Indo-European,Balto-Slavic,729_whistle,p iː ² s k a t i
slv,Indo-European,Balto-Slavic,729_whistle,ʒ ʋ iː ² ʒ g a t i
slv,Indo-European,Balto-Slavic,72_shadow,s ɛː ² n ts a
slv,Indo-European,Balto-Slavic,730_shout,k r i tʃ aː ² t i
slv,Indo-European,Balto-Slavic,731_groan,s t ɔː ² k a t i
slv,Indo-European,Balto-Slavic,732_tremble,d r g ɛ t aː ² t i
slv,Indo-European,Balto-Slavic,733_live,ʒ i ʋ ɛː ² t i
slv,Indo-European,Balto-Slavic,734_beborn,r ɔ d iː ² t i + s ɛ
slv,Indo-European,Balto-Slavic,735_breathe,d iː ² x a t i
slv,Indo-European,Balto-Slavic,736_drink,p iː ² t i
slv,Indo-European,Balto-Slavic,737_eat,j ɛː ² s t i
slv,Indo-European,Balto-Slavic,738_swallow,p ɔ ʒ iː ² r a t i
slv,Indo-European,Balto-Slavic,739_gettired,p ɛː ² ʃ a t i
slv,Indo-European,Balto-Slavic,739_gettired,u t r uː ² d i t i + s ɛ
slv,Indo-European,Balto-Slavic,73_weather,ʋ r eː ⁴ m ɛ
slv,Indo-European,Balto-Slavic,740_fallasleep,z a s p aː ² t i
slv,Indo-European,Balto-Slavic,741_sleep,s p aː ² t i
slv,Indo-European,Balto-Slavic,742_wakeup,z b u d iː ² t i + s ɛ
slv,Indo-European,Balto-Slavic,743_getup,ʋ s t aː ² t i
slv,Indo-European,Balto-Slavic,744_relax,ɔ d d a x n iː ² t i + s ɛ
slv,Indo-European,Balto-Slavic,745_fallill,ɔ b ɔ l ɛː ² t i
slv,Indo-European,Balto-Slavic,746_beill,b iː ² t i + b ɔ l aː ² n
slv,Indo-European,Balto-Slavic,747_ache,b ɔ l ɛː ² t i
slv,Indo-European,Balto-Slavic,748_cough,k aː ² ʃ l a t i
slv,Indo-European,Balto-Slavic,749_recover,ɔ k r ɛː ² ʋ a t i
slv,Indo-European,Balto-Slavic,74_fog,m ɛ g l a ⁴
slv,Indo-European,Balto-Slavic,750_die,u m r ɛː ² t i
slv,Indo-European,Balto-Slavic,751_perish,p ɔ g iː ² n i t i
slv,Indo-European,Balto-Slavic,752_move,z g a n iː ² t i + s ɛ
slv,Indo-European,Balto-Slavic,753_budge,p r ɛ m a k n iː ² t i + s ɛ
slv,Indo-European,Balto-Slavic,754_standup,ʋ s t aː ² j a t i
slv,Indo-European,Balto-Slavic,754_standup,ʋ z d iː ² g n i t i + s ɛ
slv,Indo-European,Balto-Slavic,755_sitdown,s ɛː ² s t i
slv,Indo-European,Balto-Slavic,756_tumble,p aː ² s t i + d oː ⁴ l
slv,Indo-European,Balto-Slavic,757_walk,x ɔ d iː ² t i
slv,Indo-European,Balto-Slavic,758_step,s t ɔː ² p a t i
slv,Indo-European,Balto-Slavic,759_takeawalk,n a + s p r ɛ x ɔ ⁴ d + iː ² t i
slv,Indo-European,Balto-Slavic,75_cloud,ɔ b l aː ² k
slv,Indo-European,Balto-Slavic,760_rush,d r ʋ ɛː ² t i
slv,Indo-European,Balto-Slavic,761_hurry,x i t ɛː ² t i
slv,Indo-European,Balto-Slavic,762_dash,d iː ² r k a t i
slv,Indo-European,Balto-Slavic,763_run,d iː ² r a t i
slv,Indo-European,Balto-Slavic,764_jump,s k aː ² k a t i
slv,Indo-European,Balto-Slavic,765_climb,p l ɛː ² z a t i
slv,Indo-European,Balto-Slavic,766_seesaw,k ɔ l ɛː ² b a t i
slv,Indo-European,Balto-Slavic,767_creep,p l aː ² z i t i + s ɛ
slv,Indo-European,Balto-Slavic,768_swim,p l aː ² ʋ a t i
slv,Indo-European,Balto-Slavic,769_dive,p ɔ t aː ² p l a t i + s ɛ
slv,Indo-European,Balto-Slavic,76_rain,d ɛ ⁴ ʒ
slv,Indo-European,Balto-Slavic,770_row,ʋ ɛ s l aː ² t i
slv,Indo-European,Balto-Slavic,771_drive,ʋ ɔ z iː ² t i + s ɛ
slv,Indo-European,Balto-Slavic,771_drive,p ɛ l aː ² t i + s ɛ
slv,Indo-European,Balto-Slavic,772_fly,l ɛː ² t a t i
slv,Indo-European,Balto-Slavic,773_go,iː ² t i
slv,Indo-European,Balto-Slavic,774_goaway,ɔ d iː ² t i
slv,Indo-European,Balto-Slavic,775_depart,ɔ d p ɛ l aː ² t i + s ɛ
slv,Indo-European,Balto-Slavic,776_stop,u s t aː ² ʋ i t i + s ɛ
slv,Indo-European,Balto-Slavic,777_goin,iː ² t i + n ɔː ² t ɛ r
slv,Indo-European,Balto-Slavic,778_enter,ʋ s t ɔ p iː ² t i
slv,Indo-European,Balto-Slavic,779_come,p r iː ² t i
slv,Indo-European,Balto-Slavic,77_snow,s n ɛː ² g
slv,Indo-European,Balto-Slavic,780_arrive,p r i s p ɛː ² t i
slv,Indo-European,Balto-Slavic,780_arrive,p r i x aː ² j a t i
slv,Indo-European,Balto-Slavic,781_comeback,ʋ r n iː ² t i + s ɛ
slv,Indo-European,Balto-Slavic,782_stay,ɔ s t aː ² t i
slv,Indo-European,Balto-Slavic,783_wait,tʃ aː ² k a t i
slv,Indo-European,Balto-Slavic,784_await,p r i tʃ a k ɔ ʋ aː ² t i
slv,Indo-European,Balto-Slavic,785_lookfor,i s k aː ² t i
slv,Indo-European,Balto-Slavic,786_find,n aː ² j t i
slv,Indo-European,Balto-Slavic,787_try,p ɔ s k uː ² ʃ a t i
slv,Indo-European,Balto-Slavic,788_prepare,p r i p r aː ² ʋ i t i
slv,Indo-European,Balto-Slavic,789_love,l u b iː ² t i
slv,Indo-European,Balto-Slavic,78_ice,l ɛː ² d
slv,Indo-European,Balto-Slavic,790_like,m aː ² r a t i
slv,Indo-European,Balto-Slavic,791_laugh,s m ɛ j aː ² t i + s ɛ
slv,Indo-European,Balto-Slavic,792_move,g a n iː ² t i
slv,Indo-European,Balto-Slavic,793_weepcry,j ɔː ² k a t i
slv,Indo-European,Balto-Slavic,793_weepcry,p l aː ² k a t i
slv,Indo-European,Balto-Slavic,794_grumble,p s ɔ ʋ aː ² t i
slv,Indo-European,Balto-Slavic,794_grumble,z m ɛː ² r a t i
slv,Indo-European,Balto-Slavic,795_beannoyed,j ɛ z iː ² t i + s ɛ
slv,Indo-European,Balto-Slavic,796_beafraid,b aː ² t i + s ɛ
slv,Indo-European,Balto-Slavic,797_beafraidof,b aː ² t i + s ɛ
slv,Indo-European,Balto-Slavic,798_flee,b ɛ ʒ aː ² t i
slv,Indo-European,Balto-Slavic,799_escape,p ɔ b ɛː ² g n i t i
slv,Indo-European,Balto-Slavic,79_frost,z m r z aː ² l
slv,Indo-European,Balto-Slavic,7_lip,uː ² s t n i ts a
slv,Indo-European,Balto-Slavic,800_see,ʋ iː ² d ɛ t i
slv,Indo-European,Balto-Slavic,801_lookat,ɔ g l ɛː ² d a t i
slv,Indo-European,Balto-Slavic,802_watch,g l ɛː ² d a t i
slv,Indo-European,Balto-Slavic,803_hear,s l iː ² ʃ a t i
slv,Indo-European,Balto-Slavic,804_listen,p ɔ s l uː ² ʃ a t i
slv,Indo-European,Balto-Slavic,805_taste,p ɔ s k uː ² ʃ a t i
slv,Indo-European,Balto-Slavic,806_smell,d uː ² x a t i
slv,Indo-European,Balto-Slavic,807_feel,tʃ u t iː ² t i
slv,Indo-European,Balto-Slavic,808_seem,z d ɛː ² t i + s ɛ
slv,Indo-European,Balto-Slavic,809_show,ʋ iː ² d ɛ t i + s ɛ
slv,Indo-European,Balto-Slavic,80_chill,m r a ⁴ z
slv,Indo-European,Balto-Slavic,810_hear,tʃ uː ² t i
slv,Indo-European,Balto-Slavic,811_becold,z ɛː ² b s t i
slv,Indo-European,Balto-Slavic,812_do,d ɛː ² l a t i
slv,Indo-European,Balto-Slavic,813_can,m oː ⁴ tʃ i
slv,Indo-European,Balto-Slavic,814_want,x ɔ t ɛː ² t i
slv,Indo-European,Balto-Slavic,815_start,z a tʃ ɛː ² t i
slv,Indo-European,Balto-Slavic,816_finish,d ɔ k ɔ n tʃ aː ² t i
slv,Indo-European,Balto-Slavic,817_stop,p r ɛ n ɛː ² x a t i
slv,Indo-European,Balto-Slavic,818_succeed,u s p ɛː ² t i
slv,Indo-European,Balto-Slavic,818_succeed,p ɔ s r ɛː ² tʃ i t i + s ɛ
slv,Indo-European,Balto-Slavic,819_turnout,ɔ b n eː ⁴ s t i + s ɛ
slv,Indo-European,Balto-Slavic,81_heat,p r i p ɛː ² k a
slv,Indo-European,Balto-Slavic,820_open,ɔ d p r ɛː ² t i
slv,Indo-European,Balto-Slavic,821_close,z a p r ɛː ² t i
slv,Indo-European,Balto-Slavic,822_put,p ɔ s t aː ² ʋ i t i
slv,Indo-European,Balto-Slavic,823_place,p ɔ s a d iː ² t i
slv,Indo-European,Balto-Slavic,824_lay,p ɔ l ɔ ʒ iː ² t i
slv,Indo-European,Balto-Slavic,825_touch,d ɔ t iː ² k a t i + s ɛ
slv,Indo-European,Balto-Slavic,826_connect,ɔ b ʋ ɛː ² z a t i
slv,Indo-European,Balto-Slavic,827_cover,p ɔ k r iː ² t i
slv,Indo-European,Balto-Slavic,828_hangup,ɔ b ɛː ² s i t i
slv,Indo-European,Balto-Slavic,829_light,z a ʒ g aː ² t i
slv,Indo-European,Balto-Slavic,82_hoarfrost,iː ² ʋ j ɛ
slv,Indo-European,Balto-Slavic,82_hoarfrost,s l aː ² n a
slv,Indo-European,Balto-Slavic,830_pickup,ʋ z d iː ² g n i t i
slv,Indo-European,Balto-Slavic,831_leave,z a p u s t iː ² t i
slv,Indo-European,Balto-Slavic,832_lose,i z g u b iː ² t i
slv,Indo-European,Balto-Slavic,833_drop,n a ʋ r ɛː ² tʃ i
slv,Indo-European,Balto-Slavic,834_make,n a r ɛ d iː ² t i
slv,Indo-European,Balto-Slavic,834_make,n a p r aː ² ʋ i t i
slv,Indo-European,Balto-Slavic,835_produce,i z d ɛː ² l a t i
slv,Indo-European,Balto-Slavic,836_build,g r a d iː ² t i
slv,Indo-European,Balto-Slavic,837_repairmend,p ɔ p r aː ² ʋ i t i
slv,Indo-European,Balto-Slavic,838_improve,i z b ɔː ² l ʃ a t i
slv,Indo-European,Balto-Slavic,839_alter,s p r ɛ m ɛ n iː ² t i
slv,Indo-European,Balto-Slavic,83_rainbow,m aː ² ʋ r i ts a
slv,Indo-European,Balto-Slavic,840_dig,k ɔ p aː ² t i
slv,Indo-European,Balto-Slavic,840_dig,g r eː ⁴ b s t i
slv,Indo-European,Balto-Slavic,841_bow,u p ɔ g n iː ² t i
slv,Indo-European,Balto-Slavic,842_bend,z a ʋ iː ² j a t i
slv,Indo-European,Balto-Slavic,843_spin,ʋ r t ɛː ² t i
slv,Indo-European,Balto-Slavic,844_turnover,ɔ b r n iː ² t i
slv,Indo-European,Balto-Slavic,845_turnturnaround,z a s uː ² k a t i
slv,Indo-European,Balto-Slavic,846_raise,d ʋ iː ² g a t i
slv,Indo-European,Balto-Slavic,847_lift,p r i ʋ z d iː ² g n i t i
slv,Indo-European,Balto-Slavic,848_seize,z g r aː ² b i t i
slv,Indo-European,Balto-Slavic,849_hold,d r ʒ aː ² t i
slv,Indo-European,Balto-Slavic,84_thunder,g r ɔ ⁴ m
slv,Indo-European,Balto-Slavic,850_press,t i ʃ tʃ aː ² t i
slv,Indo-European,Balto-Slavic,851_push,r iː ² n i t i
slv,Indo-European,Balto-Slavic,852_scrape,p r aː ² s k a t i
slv,Indo-European,Balto-Slavic,853_lick,l iː ² z a t i
slv,Indo-European,Balto-Slavic,854_bite,g r iː ² s t i
slv,Indo-European,Balto-Slavic,855_tearoff,ɔ d t ə ² r g a t i
slv,Indo-European,Balto-Slavic,856_cutoff,ɔ d r ɛː ² z a t i
slv,Indo-European,Balto-Slavic,857_tie,ʋ ɛː ² z a t i
slv,Indo-European,Balto-Slavic,858_stick,ʋ t a k n iː ² t i
slv,Indo-European,Balto-Slavic,859_break,l ɔ m iː ² t i
slv,Indo-European,Balto-Slavic,85_current,s t r uː ² j a
slv,Indo-European,Balto-Slavic,860_knock,t ɔː ² l tʃ i
slv,Indo-European,Balto-Slavic,861_hit,s ɛː ² tʃ i
slv,Indo-European,Balto-Slavic,862_glue,l ɛː ² p i t i
slv,Indo-European,Balto-Slavic,863_rub,t r ɛː ² t i
slv,Indo-European,Balto-Slavic,863_rub,d ə ² r g n i t i
slv,Indo-European,Balto-Slavic,864_spread,n a m aː ² z a t i
slv,Indo-European,Balto-Slavic,865_sharpen,b r uː ² s i t i
slv,Indo-European,Balto-Slavic,866_cut,r ɛː ² z a t i
slv,Indo-European,Balto-Slavic,867_jog,s t r ɛː ² s t i
slv,Indo-European,Balto-Slavic,868_shake,m a j aː ² t i
slv,Indo-European,Balto-Slavic,869_swing,ɔ b r n iː ² t i
slv,Indo-European,Balto-Slavic,86_drop,k aː ² p l a
slv,Indo-European,Balto-Slavic,870_pour,s iː ² p a t i
slv,Indo-European,Balto-Slavic,871_fill,n a p ɔ l n iː ² t i
slv,Indo-European,Balto-Slavic,872_wrap,z a ʋ iː ² t i
slv,Indo-European,Balto-Slavic,873_carry,n eː ⁴ s t i
slv,Indo-European,Balto-Slavic,874_drag,ʋ l aː ² tʃ i t i
slv,Indo-European,Balto-Slavic,875_pull,ʋ l ɛː ² tʃ i
slv,Indo-European,Balto-Slavic,876_keep,s x r a n ɛ ʋ aː ² t i
slv,Indo-European,Balto-Slavic,877_throw,l uː ² tʃ a t i
slv,Indo-European,Balto-Slavic,878_catch,u j ɛː ² t i
slv,Indo-European,Balto-Slavic,879_grab,p r i j ɛː ² t i
slv,Indo-European,Balto-Slavic,87_foam,p ɛː ² n a
slv,Indo-European,Balto-Slavic,880_hide,s k r iː ² t i
slv,Indo-European,Balto-Slavic,881_divide,r a z d ɛ l iː ² t i
slv,Indo-European,Balto-Slavic,882_send,p ɔ ʃ iː ² l a t i
slv,Indo-European,Balto-Slavic,883_bring,p r i n eː ⁴ s t i
slv,Indo-European,Balto-Slavic,884_add,p r i s t aː ² ʋ i t i
slv,Indo-European,Balto-Slavic,885_get,d ɔ b iː ² t i
slv,Indo-European,Balto-Slavic,886_receive,p r ɛ j ɛː ² t i
slv,Indo-European,Balto-Slavic,887_take,ʋ z ɛː ² t i
slv,Indo-European,Balto-Slavic,888_choose,i z b iː ² r a t i
slv,Indo-European,Balto-Slavic,889_select,i z b r aː ² t i
slv,Indo-European,Balto-Slavic,88_dirt,n ɛ s n aː ² g a
slv,Indo-European,Balto-Slavic,890_preserve,ɔ x r a n iː ² t i
slv,Indo-European,Balto-Slavic,891_hinder,ɔ ʋ iː ² r a t i
slv,Indo-European,Balto-Slavic,892_spoil,p ɔ k ʋ aː ² r i t i
slv,Indo-European,Balto-Slavic,893_damage,p ɔ ʃ k ɔ d ɔ ʋ aː ² t i
slv,Indo-European,Balto-Slavic,894_break,r a z l ɔ m iː ² t i
slv,Indo-European,Balto-Slavic,895_tear,r a z t ə ² r g a t i
slv,Indo-European,Balto-Slavic,896_destroy,r a z r uː ² ʃ i t i
slv,Indo-European,Balto-Slavic,897_burn,s ɛ ʒ g aː ² t i
slv,Indo-European,Balto-Slavic,898_give,d aː ² t i
slv,Indo-European,Balto-Slavic,899_hand,s ɛː ² tʃ i
slv,Indo-European,Balto-Slavic,899_hand,m ɔ l iː ² t i
slv,Indo-European,Balto-Slavic,89_lake,j ɛː ² z ɛ r ɔ
slv,Indo-European,Balto-Slavic,8_cheek,l iː ² ts ɛ
slv,Indo-European,Balto-Slavic,900_give,p ɔ d aː ² r i t i
slv,Indo-European,Balto-Slavic,901_promise,ɔ b l u b iː ² t i
slv,Indo-European,Balto-Slavic,902_wish,ʋ ɔː ² ʃ tʃ i t i
slv,Indo-European,Balto-Slavic,903_praise,x ʋ aː ² l i t i
slv,Indo-European,Balto-Slavic,904_kiss,p ɔ l u b ɔ ʋ aː ² t i
slv,Indo-European,Balto-Slavic,905_rock,z iː ² b a t i
slv,Indo-European,Balto-Slavic,906_cover,p ɔ k r iː ² t i
slv,Indo-European,Balto-Slavic,907_wake,z b u d iː ² t i
slv,Indo-European,Balto-Slavic,908_show,p ɔ k aː ² z a t i
slv,Indo-European,Balto-Slavic,909_guide,ʋ eː ⁴ s t i
slv,Indo-European,Balto-Slavic,90_swamp,m ɔ tʃ ʋ iː ² r ɛ
slv,Indo-European,Balto-Slavic,910_teach,u tʃ iː ² t i
slv,Indo-European,Balto-Slavic,911_instruct,p ɔu tʃ ɛ ʋ aː ² t i
slv,Indo-European,Balto-Slavic,912_bringup,ʋ z g ɔ j iː ² t i
slv,Indo-European,Balto-Slavic,913_lead,u p r aː ² ʋ l a t i
slv,Indo-European,Balto-Slavic,914_urge,g ɔ n iː ² t i
slv,Indo-European,Balto-Slavic,915_let,p ɔ ʋ z r ɔ tʃ iː ² t i
slv,Indo-European,Balto-Slavic,916_invite,p ɔ ʋ aː ² b i t i
slv,Indo-European,Balto-Slavic,917_unite,z d r uː ² ʒ i t i
slv,Indo-European,Balto-Slavic,918_visit,ɔ b i s k aː ² t i
slv,Indo-European,Balto-Slavic,919_meet,p ɔ g ɔ d iː ² t i
slv,Indo-European,Balto-Slavic,91_moor,b aː ² r ɛ
slv,Indo-European,Balto-Slavic,920_assemble,z b r aː ² t i + s ɛ
slv,Indo-European,Balto-Slavic,921_play,i g r aː ² t i + s ɛ
slv,Indo-European,Balto-Slavic,922_sing,p ɛː ² t i
slv,Indo-European,Balto-Slavic,923_dance,p l ɛː ² s a t i
slv,Indo-European,Balto-Slavic,924_separate,l ɔ tʃ iː ² t i + s ɛ
slv,Indo-European,Balto-Slavic,925_leave,z a p u s t iː ² t i
slv,Indo-European,Balto-Slavic,926_rescue,r ɛː ² ʃ i t i
slv,Indo-European,Balto-Slavic,927_guard,s t r aː ² ʒ i t i
slv,Indo-European,Balto-Slavic,928_protect,s tʃ iː ² t i t i
slv,Indo-European,Balto-Slavic,929_defend,b r a n iː ² t i
slv,Indo-European,Balto-Slavic,92_meadow,t r aː ² ʋ n i k
slv,Indo-European,Balto-Slavic,930_brawl,t eː ⁴ p s t i + s ɛ
slv,Indo-European,Balto-Slavic,931_shoot,s t r ɛː ² l a t i
slv,Indo-European,Balto-Slavic,932_win,z m aː ² g a t i
slv,Indo-European,Balto-Slavic,933_annoy,j ɛ z iː ² t i
slv,Indo-European,Balto-Slavic,933_annoy,r a z b uː ² r i t i
slv,Indo-European,Balto-Slavic,934_beat,t eː ⁴ p s t i
slv,Indo-European,Balto-Slavic,934_beat,u d aː ² r i t i
slv,Indo-European,Balto-Slavic,935_kick,t ɛ p t aː ² t i
slv,Indo-European,Balto-Slavic,936_sting,u b oː ⁴ s t i
slv,Indo-European,Balto-Slavic,937_shove,p ɛ x aː ² t i
slv,Indo-European,Balto-Slavic,937_shove,d r ɛː ² g n i t i
slv,Indo-European,Balto-Slavic,938_steal,u k r aː ² s t i
slv,Indo-European,Balto-Slavic,938_steal,p ɔ k r aː ² s t i
slv,Indo-European,Balto-Slavic,939_disturb,m ɔ t iː ² t i
slv,Indo-European,Balto-Slavic,93_forest,l ɛː ² s
slv,Indo-European,Balto-Slavic,93_forest,g ɔ ⁴ z d
slv,Indo-European,Balto-Slavic,940_bother,n a d l ɛ g ɔ ʋ aː ² t i
slv,Indo-European,Balto-Slavic,941_conceal,s k r iː ² t i
slv,Indo-European,Balto-Slavic,942_deceive,s l ɛ p iː ² t i
slv,Indo-European,Balto-Slavic,943_cheat,ʋ aː ² r a t i
slv,Indo-European,Balto-Slavic,943_cheat,ɔ g ɔ l u f aː ² t i
slv,Indo-European,Balto-Slavic,944_kill,u b iː ² t i
slv,Indo-European,Balto-Slavic,945_dwell,p r ɛ b iː ² ʋ a t i
slv,Indo-European,Balto-Slavic,946_work,d ɛː ² l a t i
slv,Indo-European,Balto-Slavic,947_gather,z b r aː ² t i
slv,Indo-European,Balto-Slavic,948_pick,ɔ b r aː ² t i
slv,Indo-European,Balto-Slavic,949_hunt,l ɔ ʋ iː ² t i
slv,Indo-European,Balto-Slavic,94_hill,b r ɛː ² g
slv,Indo-European,Balto-Slavic,94_hill,g ɔ r iː ² ts a
slv,Indo-European,Balto-Slavic,950_fish,r i b aː ² r i t i
slv,Indo-European,Balto-Slavic,951_catch,z a j ɛː ² t i
slv,Indo-European,Balto-Slavic,952_herd,p aː ² s t i
slv,Indo-European,Balto-Slavic,953_drive,p ɔ g aː ² n a t i
slv,Indo-European,Balto-Slavic,954_tieup,p r i ʋ ɛː ² z a t i
slv,Indo-European,Balto-Slavic,955_feed,k ə ² r m i t i
slv,Indo-European,Balto-Slavic,956_milk,m ɔː ² l s t i
slv,Indo-European,Balto-Slavic,957_chop,s ɛː ² k a t i
slv,Indo-European,Balto-Slavic,958_water,u l iː ² t i
slv,Indo-European,Balto-Slavic,959_ripen,z ɔ r ɛː ² t i
slv,Indo-European,Balto-Slavic,95_elevation,g r iː ² tʃ
slv,Indo-European,Balto-Slavic,95_elevation,ʋ i ʃ iː ² n a
slv,Indo-European,Balto-Slavic,960_cook,p r i p r aː ² ʋ i t i
slv,Indo-European,Balto-Slavic,961_boil,k uː ² x a t i
slv,Indo-European,Balto-Slavic,962_bake,ts ʋ r ɛː ² t i
slv,Indo-European,Balto-Slavic,963_fry,p eː ⁴ tʃ i
slv,Indo-European,Balto-Slavic,964_stir,p r ɛ m ɛː ² ʃ a t i
slv,Indo-European,Balto-Slavic,965_knit,p l eː ⁴ s t i
slv,Indo-European,Balto-Slavic,966_sew,ʃ iː ² ʋ a t i
slv,Indo-European,Balto-Slavic,967_dye,b aː ² r ʋ a t i
slv,Indo-European,Balto-Slavic,968_clean,ɔ tʃ iː ² s t i t i
slv,Indo-European,Balto-Slavic,969_wash,ɔ p r aː ² t i
slv,Indo-European,Balto-Slavic,96_mountain,g oː ⁴ r a
slv,Indo-European,Balto-Slavic,96_mountain,p l a n iː ² n a
slv,Indo-European,Balto-Slavic,970_wipe,ɔ b r iː ² s a t i
slv,Indo-European,Balto-Slavic,971_rinse,s p l a k ɔ ʋ aː ² t i
slv,Indo-European,Balto-Slavic,972_sweep,p ɔ m ɛː ² t a t i
slv,Indo-European,Balto-Slavic,973_sweep,m ɛː ² s t i
slv,Indo-European,Balto-Slavic,974_bath,k ɔː ² p a t i + s ɛ
slv,Indo-European,Balto-Slavic,975_wash,u m iː ² t i + s ɛ
slv,Indo-European,Balto-Slavic,976_takeoff,i z ʋ l ɛː ² tʃ i
slv,Indo-European,Balto-Slavic,977_puton,ɔ b l ɛː ² tʃ i
slv,Indo-European,Balto-Slavic,978_getdressed,ɔ b l ɛː ² tʃ i + s ɛ
slv,Indo-European,Balto-Slavic,979_comb,tʃ ɛ s aː ² t i
slv,Indo-European,Balto-Slavic,97_summit,ʋ ə ² r x
slv,Indo-European,Balto-Slavic,980_decorate,ɔ k r a s iː ² t i
slv,Indo-European,Balto-Slavic,981_say,d ɛ j aː ² t i
slv,Indo-European,Balto-Slavic,982_speak,g ɔ ʋ ɔ r iː ² t i
slv,Indo-European,Balto-Slavic,983_talk,r eː ⁴ tʃ i
slv,Indo-European,Balto-Slavic,984_chat,r a z g ɔ ʋ aː ² r a t i + s ɛ
slv,Indo-European,Balto-Slavic,985_ask,ʋ p r aː ² ʃ a t i
slv,Indo-European,Balto-Slavic,986_request,p r ɔ s iː ² t i
slv,Indo-European,Balto-Slavic,987_tell,p r aː ² ʋ i t i
slv,Indo-European,Balto-Slavic,988_convey,n a z n aː ² n i t i
slv,Indo-European,Balto-Slavic,989_name,i m ɛ n ɔ ʋ aː ² t i
slv,Indo-European,Balto-Slavic,98_cave,j aː ² m a
slv,Indo-European,Balto-Slavic,98_cave,ʋ ɔ t l iː ² n a
slv,Indo-European,Balto-Slavic,990_call,k l iː ² ts a t i
slv,Indo-European,Balto-Slavic,991_brag,b a x aː ² t i + s ɛ
slv,Indo-European,Balto-Slavic,992_translate,p r ɛ ʋ eː ⁴ s t i
slv,Indo-European,Balto-Slavic,993_think,m iː ² s l i t i
slv,Indo-European,Balto-Slavic,994_believe,ʋ ɛ r ɛː ² t i
slv,Indo-European,Balto-Slavic,995_notice,ɔ p aː ² z i t i
slv,Indo-European,Balto-Slavic,996_recognize,s p ɔ z n aː ² t i
slv,Indo-European,Balto-Slavic,997_grasp,p oː ⁴ j m i t i
slv,Indo-European,Balto-Slavic,998_understand,r a z u m ɛː ² t i
slv,Indo-European,Balto-Slavic,999_learn,u tʃ iː ² t i + s ɛ
slv,Indo-European,Balto-Slavic,99_slope,p ɔ b ɔː ² tʃ j ɛ
slv,Indo-European,Balto-Slavic,9_face,ɔ b l iː ² tʃ j ɛ
sma,Uralic,Saami,1000_know,t i ɛ t ɛ d h
sma,Uralic,Saami,1001_remember,m ʉ j h t ɛ d h
sma,Uralic,Saami,1002_forget,o ɒ j a l d i d h
sma,Uralic,Saami,1002_forget,β oː j ɛ l d ɛ h t ɛ d h
sma,Uralic,Saami,1003_measure,m e æ t a d i d h
sma,Uralic,Saami,1003_measure,m ɨ ɛ t ɛ s t i d h
sma,Uralic,Saami,1004_count,r y œ k n ɛ h t i d h
sma,Uralic,Saami,1005_calculate,ɔ b r u d h
sma,Uralic,Saami,1005_calculate,r y œ k n ɛ d h
sma,Uralic,Saami,1006_read,l u h k ɛ d h
sma,Uralic,Saami,1007_paint,m o ɒ l a d i d h
sma,Uralic,Saami,1007_paint,f eː r p ɛ d h
sma,Uralic,Saami,1008_draw,k ʉ βː i ɛ d i d h
sma,Uralic,Saami,1009_write,tʃ æː l ɛ d h
sma,Uralic,Saami,100_source,ɑː j ɛ g ɛ
sma,Uralic,Saami,100_source,k ɑː l t i j ɛ
sma,Uralic,Saami,1010_own,eː k ɛ d h
sma,Uralic,Saami,1011_buy,o æ s t ɛ d h
